NCBI_gene:55768	OMIM:615273
NCBI_gene:146057	OMIM:604432
NCBI_gene:1828	OMIM:615508
NCBI_gene:2254	OMIM:612961
NCBI_gene:4173	OMIM:609981
NCBI_gene:1741	ORPHANET:777
NCBI_gene:7287	OMIM:613843
NCBI_gene:23322	ORPHANET:220497
NCBI_gene:10479	OMIM:300243
NCBI_gene:2074	OMIM:278800
NCBI_gene:987	ORPHANET:1572
NCBI_gene:2200	OMIM:608328
NCBI_gene:51199	OMIM:614851
NCBI_gene:5145	ORPHANET:791
NCBI_gene:4089	ORPHANET:774
NCBI_gene:7138	OMIM:605355
NCBI_gene:51008	OMIM:614266
NCBI_gene:285440	ORPHANET:791
NCBI_gene:5582	OMIM:605361
NCBI_gene:3060	ORPHANET:2073
NCBI_gene:4488	OMIM:168500
NCBI_gene:2978	ORPHANET:1872
NCBI_gene:387733	OMIM:610967
NCBI_gene:50514	OMIM:133239
NCBI_gene:5825	OMIM:170995
NCBI_gene:10345	OMIM:615441
NCBI_gene:7414	OMIM:613255
NCBI_gene:1406	ORPHANET:65
NCBI_gene:1615	OMIM:615281
NCBI_gene:1813	OMIM:159900
NCBI_gene:339983	OMIM:614063
NCBI_gene:4901	OMIM:613750
NCBI_gene:695	OMIM:307200
NCBI_gene:617	OMIM:256000
NCBI_gene:3073	OMIM:272800
NCBI_gene:23592	ORPHANET:94063
NCBI_gene:4204	ORPHANET:3095
NCBI_gene:51010	ORPHANET:2254
NCBI_gene:4763	ORPHANET:648
NCBI_gene:1536	OMIM:306400
NCBI_gene:7045	OMIM:607541
NCBI_gene:3048	OMIM:141749
NCBI_gene:148738	OMIM:602390
NCBI_gene:2729	OMIM:230450
NCBI_gene:83552	OMIM:609549
NCBI_gene:55812	OMIM:604232
NCBI_gene:51750	OMIM:615190
NCBI_gene:5000	ORPHANET:2554
NCBI_gene:3848	ORPHANET:312
NCBI_gene:7227	OMIM:190350
NCBI_gene:51256	OMIM:248000
NCBI_gene:2737	OMIM:175700
NCBI_gene:1557	OMIM:124020
NCBI_gene:6812	OMIM:612164
NCBI_gene:55145	OMIM:602629
NCBI_gene:2672	OMIM:613107
NCBI_gene:6100	OMIM:180104
NCBI_gene:2697	OMIM:218400
NCBI_gene:440435	OMIM:614565
NCBI_gene:4281	OMIM:300000
NCBI_gene:23556	OMIM:614080
NCBI_gene:113612	OMIM:615030
NCBI_gene:80326	OMIM:257980
NCBI_gene:147409	ORPHANET:55654
NCBI_gene:2261	OMIM:146000
NCBI_gene:166336	OMIM:613832
NCBI_gene:627	OMIM:209880
NCBI_gene:4488	OMIM:604757
NCBI_gene:545	OMIM:210600
NCBI_gene:10165	OMIM:603471
NCBI_gene:2072	OMIM:278760
NCBI_gene:79650	OMIM:604173
NCBI_gene:283989	ORPHANET:2254
NCBI_gene:6528	OMIM:274400
NCBI_gene:23230	OMIM:200150
NCBI_gene:5159	OMIM:228550
NCBI_gene:6709	OMIM:613477
NCBI_gene:4695	OMIM:256000
NCBI_gene:7879	OMIM:600882
NCBI_gene:25836	OMIM:122470
NCBI_gene:2771	OMIM:192605
NCBI_gene:79092	OMIM:173200
NCBI_gene:2658	ORPHANET:774
NCBI_gene:3053	OMIM:612356
NCBI_gene:2627	OMIM:187500
NCBI_gene:8647	OMIM:601847
NCBI_gene:7021	OMIM:169100
NCBI_gene:2175	OMIM:227650
NCBI_gene:27184	OMIM:181500
NCBI_gene:712	OMIM:613652
NCBI_gene:54361	OMIM:611812
NCBI_gene:4760	OMIM:606394
NCBI_gene:79068	OMIM:612938
NCBI_gene:3889	OMIM:158000
NCBI_gene:1543	OMIM:108330
NCBI_gene:8192	ORPHANET:2855
NCBI_gene:440138	OMIM:613661
NCBI_gene:4771	OMIM:607174
NCBI_gene:1584	OMIM:202010
NCBI_gene:23522	OMIM:603736
NCBI_gene:9487	OMIM:280000
NCBI_gene:2672	OMIM:607847
NCBI_gene:2158	OMIM:306900
NCBI_gene:1756	ORPHANET:154
NCBI_gene:5290	OMIM:613659
NCBI_gene:7273	OMIM:600334
NCBI_gene:2301	OMIM:610256
NCBI_gene:2673	OMIM:610542
NCBI_gene:9215	ORPHANET:588
NCBI_gene:3691	OMIM:131800
NCBI_gene:7139	OMIM:612422
NCBI_gene:4318	OMIM:613073
NCBI_gene:5241	OMIM:264080
NCBI_gene:6391	OMIM:606764
NCBI_gene:5664	OMIM:613697
NCBI_gene:6597	OMIM:613325
NCBI_gene:392255	OMIM:613094
NCBI_gene:5192	ORPHANET:912
NCBI_gene:8200	ORPHANET:3250
NCBI_gene:3119	ORPHANET:2073
NCBI_gene:2324	OMIM:153100
NCBI_gene:1147	OMIM:613630
NCBI_gene:23347	ORPHANET:269
NCBI_gene:2052	OMIM:132810
NCBI_gene:3730	OMIM:308700
NCBI_gene:7038	ORPHANET:95716
NCBI_gene:5092	OMIM:264070
NCBI_gene:6513	OMIM:601042
NCBI_gene:8242	OMIM:300534
NCBI_gene:579	OMIM:613330
NCBI_gene:4634	OMIM:608751
NCBI_gene:4638	OMIM:613780
NCBI_gene:7124	OMIM:191160
NCBI_gene:5771	ORPHANET:85410
NCBI_gene:4607	OMIM:115197
NCBI_gene:84061	OMIM:300716
NCBI_gene:139285	OMIM:300373
NCBI_gene:1417	OMIM:609741
NCBI_gene:3913	OMIM:614199
NCBI_gene:10058	OMIM:615402
NCBI_gene:3077	ORPHANET:101330
NCBI_gene:701	OMIM:257300
NCBI_gene:4487	OMIM:189500
NCBI_gene:23533	OMIM:615217
NCBI_gene:1298	ORPHANET:250984
NCBI_gene:64374	OMIM:248800
NCBI_gene:5308	OMIM:180550
NCBI_gene:5660	OMIM:249900
NCBI_gene:2720	OMIM:230500
NCBI_gene:8517	OMIM:300640
NCBI_gene:51741	OMIM:133239
NCBI_gene:1991	OMIM:162800
NCBI_gene:1822	OMIM:125370
NCBI_gene:5447	OMIM:201750
NCBI_gene:190	ORPHANET:251510
NCBI_gene:2176	ORPHANET:84
NCBI_gene:5727	ORPHANET:77301
NCBI_gene:114548	OMIM:607115
NCBI_gene:23095	OMIM:118210
NCBI_gene:3852	OMIM:131900
NCBI_gene:221927	OMIM:614498
NCBI_gene:7401	ORPHANET:791
NCBI_gene:1834	OMIM:125420
NCBI_gene:23405	OMIM:601200
NCBI_gene:999	OMIM:167000
NCBI_gene:2812	ORPHANET:567
NCBI_gene:9733	OMIM:175900
NCBI_gene:1490	ORPHANET:220393
NCBI_gene:5795	OMIM:114500
NCBI_gene:1298	ORPHANET:166002
NCBI_gene:2261	OMIM:162900
NCBI_gene:6201	OMIM:612563
NCBI_gene:190	OMIM:300200
NCBI_gene:6606	OMIM:253300
NCBI_gene:79719	ORPHANET:79501
NCBI_gene:2027	OMIM:612932
NCBI_gene:5078	OMIM:612227
NCBI_gene:919	ORPHANET:85410
NCBI_gene:10265	OMIM:611174
NCBI_gene:9414	OMIM:607748
NCBI_gene:3818	OMIM:612423
NCBI_gene:5837	OMIM:232600
NCBI_gene:60506	OMIM:310500
NCBI_gene:340990	OMIM:614945
NCBI_gene:8842	ORPHANET:1872
NCBI_gene:23600	OMIM:614307
NCBI_gene:2582	OMIM:230350
NCBI_gene:6262	OMIM:604772
NCBI_gene:2006	OMIM:185500
NCBI_gene:64802	ORPHANET:65
NCBI_gene:5256	OMIM:306000
NCBI_gene:4001	OMIM:169500
NCBI_gene:10585	ORPHANET:899
NCBI_gene:1056	OMIM:609812
NCBI_gene:6496	OMIM:157170
NCBI_gene:5972	OMIM:267430
NCBI_gene:23636	OMIM:271930
NCBI_gene:1586	OMIM:202110
NCBI_gene:4598	OMIM:260920
NCBI_gene:8425	OMIM:613177
NCBI_gene:2592	OMIM:230400
NCBI_gene:9524	OMIM:614020
NCBI_gene:10999	OMIM:608649
NCBI_gene:367	ORPHANET:440
NCBI_gene:3000	ORPHANET:65
NCBI_gene:89884	ORPHANET:226307
NCBI_gene:201973	OMIM:615420
NCBI_gene:7291	OMIM:180750
NCBI_gene:7157	OMIM:260350
NCBI_gene:51099	OMIM:275630
NCBI_gene:6103	OMIM:300455
NCBI_gene:3239	OMIM:192350
NCBI_gene:501	OMIM:266100
NCBI_gene:4763	OMIM:601321
NCBI_gene:26277	OMIM:268130
NCBI_gene:5740	OMIM:145500
NCBI_gene:5081	OMIM:268220
NCBI_gene:147138	ORPHANET:302
NCBI_gene:6191	OMIM:312760
NCBI_gene:157657	OMIM:614500
NCBI_gene:5255	OMIM:300559
NCBI_gene:54476	ORPHANET:1173
NCBI_gene:2022	ORPHANET:774
NCBI_gene:8200	OMIM:201250
NCBI_gene:95	OMIM:609924
NCBI_gene:5309	OMIM:610623
NCBI_gene:4868	OMIM:256300
NCBI_gene:23600	OMIM:214950
NCBI_gene:3848	OMIM:600962
NCBI_gene:5076	OMIM:191830
NCBI_gene:79659	OMIM:613091
NCBI_gene:81790	OMIM:608984
NCBI_gene:3712	OMIM:243500
NCBI_gene:1675	OMIM:613912
NCBI_gene:2176	OMIM:227645
NCBI_gene:1761	ORPHANET:242
NCBI_gene:860	ORPHANET:1452
NCBI_gene:10210	ORPHANET:791
NCBI_gene:54840	OMIM:208920
NCBI_gene:5189	ORPHANET:912
NCBI_gene:26249	OMIM:614495
NCBI_gene:10555	OMIM:608594
NCBI_gene:987	OMIM:614700
NCBI_gene:84173	OMIM:615429
NCBI_gene:51475	OMIM:614899
NCBI_gene:2074	OMIM:600630
NCBI_gene:51082	ORPHANET:861
NCBI_gene:60386	OMIM:613710
NCBI_gene:2516	OMIM:613957
NCBI_gene:56172	OMIM:118600
NCBI_gene:124583	OMIM:251450
NCBI_gene:10381	OMIM:600638
NCBI_gene:11315	OMIM:606324
NCBI_gene:2261	OMIM:187601
NCBI_gene:7067	ORPHANET:97927
NCBI_gene:176	OMIM:165800
NCBI_gene:23522	ORPHANET:648
NCBI_gene:6794	OMIM:175200
NCBI_gene:359	OMIM:125800
NCBI_gene:2566	OMIM:611277
NCBI_gene:5744	OMIM:613382
NCBI_gene:3081	OMIM:203500
NCBI_gene:208	ORPHANET:79085
NCBI_gene:64218	ORPHANET:1872
NCBI_gene:4091	OMIM:614823
NCBI_gene:25939	OMIM:612952
NCBI_gene:19	OMIM:205400
NCBI_gene:4607	ORPHANET:154
NCBI_gene:50945	OMIM:303400
NCBI_gene:7290	ORPHANET:567
NCBI_gene:2108	OMIM:231680
NCBI_gene:1785	OMIM:160150
NCBI_gene:5346	OMIM:613877
NCBI_gene:4990	OMIM:212550
NCBI_gene:6892	OMIM:604571
NCBI_gene:5194	OMIM:614883
NCBI_gene:4359	OMIM:605253
NCBI_gene:81704	OMIM:243700
NCBI_gene:23676	OMIM:300066
NCBI_gene:6620	OMIM:127750
NCBI_gene:23175	OMIM:268200
NCBI_gene:80185	OMIM:615541
NCBI_gene:51684	OMIM:155255
NCBI_gene:6606	OMIM:253400
NCBI_gene:6868	OMIM:614328
NCBI_gene:9939	OMIM:274000
NCBI_gene:6261	OMIM:145600
NCBI_gene:1889	ORPHANET:388
NCBI_gene:2778	OMIM:219080
NCBI_gene:6598	ORPHANET:1465
NCBI_gene:6324	OMIM:612838
NCBI_gene:1861	OMIM:128100
NCBI_gene:1414	ORPHANET:1377
NCBI_gene:5506	OMIM:604367
NCBI_gene:6768	OMIM:610765
NCBI_gene:374462	OMIM:613391
NCBI_gene:1410	ORPHANET:154
NCBI_gene:3858	OMIM:607602
NCBI_gene:3122	ORPHANET:505
NCBI_gene:5290	OMIM:612918
NCBI_gene:8626	OMIM:129400
NCBI_gene:5080	OMIM:106210
NCBI_gene:11128	OMIM:607694
NCBI_gene:121340	OMIM:613849
NCBI_gene:92579	OMIM:612541
NCBI_gene:6591	OMIM:608890
NCBI_gene:3766	OMIM:600791
NCBI_gene:29954	ORPHANET:588
NCBI_gene:3659	OMIM:613659
NCBI_gene:10128	OMIM:220111
NCBI_gene:3547	OMIM:300888
NCBI_gene:2304	OMIM:241850
NCBI_gene:29954	OMIM:613158
NCBI_gene:10161	OMIM:278150
NCBI_gene:55572	OMIM:252010
NCBI_gene:5048	OMIM:607432
NCBI_gene:3123	ORPHANET:220402
NCBI_gene:7439	OMIM:611809
NCBI_gene:939	OMIM:615122
NCBI_gene:4921	OMIM:271665
NCBI_gene:686	OMIM:253260
NCBI_gene:50964	OMIM:239100
NCBI_gene:4359	OMIM:180800
NCBI_gene:407975	OMIM:614326
NCBI_gene:128674	ORPHANET:478
NCBI_gene:5781	OMIM:151100
NCBI_gene:81622	OMIM:610551
NCBI_gene:7957	OMIM:254780
NCBI_gene:3785	ORPHANET:306
NCBI_gene:7287	OMIM:600132
NCBI_gene:3897	OMIM:303350
NCBI_gene:771	OMIM:143860
NCBI_gene:2335	OMIM:601894
NCBI_gene:182	OMIM:187500
NCBI_gene:65055	OMIM:610250
NCBI_gene:7979	ORPHANET:2440
NCBI_gene:406960	OMIM:614303
NCBI_gene:6606	OMIM:253550
NCBI_gene:55605	OMIM:135700
NCBI_gene:4722	OMIM:252010
NCBI_gene:4629	OMIM:132900
NCBI_gene:5160	OMIM:312170
NCBI_gene:1376	OMIM:608836
NCBI_gene:1499	OMIM:167000
NCBI_gene:2588	OMIM:253000
NCBI_gene:57107	OMIM:614652
NCBI_gene:3431	OMIM:235550
NCBI_gene:2072	ORPHANET:84
NCBI_gene:6165	ORPHANET:124
NCBI_gene:11107	ORPHANET:90354
NCBI_gene:859	OMIM:606072
NCBI_gene:4621	OMIM:601680
NCBI_gene:5956	ORPHANET:1872
NCBI_gene:6390	OMIM:612359
NCBI_gene:10369	OMIM:614256
NCBI_gene:81839	OMIM:600145
NCBI_gene:2978	OMIM:602093
NCBI_gene:5727	OMIM:605462
NCBI_gene:11285	ORPHANET:75496
NCBI_gene:7439	OMIM:608161
NCBI_gene:64327	OMIM:174500
NCBI_gene:154881	OMIM:611726
NCBI_gene:5336	OMIM:614468
NCBI_gene:7450	OMIM:193400
NCBI_gene:335	OMIM:107680
NCBI_gene:9056	OMIM:222700
NCBI_gene:4313	OMIM:259600
NCBI_gene:23767	ORPHANET:478
NCBI_gene:219844	OMIM:236680
NCBI_gene:64699	OMIM:601072
NCBI_gene:4853	OMIM:102500
NCBI_gene:9842	OMIM:611497
NCBI_gene:3955	ORPHANET:2311
NCBI_gene:92002	OMIM:300707
NCBI_gene:57514	ORPHANET:974
NCBI_gene:10397	OMIM:601455
NCBI_gene:2332	OMIM:300623
NCBI_gene:189	OMIM:259900
NCBI_gene:6399	OMIM:313400
NCBI_gene:79944	OMIM:236792
NCBI_gene:23495	ORPHANET:1572
NCBI_gene:26012	OMIM:614838
NCBI_gene:5409	OMIM:145500
NCBI_gene:5199	OMIM:312060
NCBI_gene:8462	OMIM:610508
NCBI_gene:9210	ORPHANET:243
NCBI_gene:10060	ORPHANET:154
NCBI_gene:845	OMIM:611938
NCBI_gene:201294	OMIM:608898
NCBI_gene:4204	OMIM:312750
NCBI_gene:6658	OMIM:312000
NCBI_gene:7827	OMIM:600995
NCBI_gene:103	OMIM:127400
NCBI_gene:4703	OMIM:256030
NCBI_gene:8419	OMIM:611597
NCBI_gene:170302	ORPHANET:777
NCBI_gene:3769	OMIM:614186
NCBI_gene:186	OMIM:300852
NCBI_gene:11200	OMIM:609265
NCBI_gene:2717	OMIM:301500
NCBI_gene:3048	OMIM:613977
NCBI_gene:3718	OMIM:600802
NCBI_gene:80776	ORPHANET:564
NCBI_gene:859	OMIM:607801
NCBI_gene:89884	ORPHANET:95496
NCBI_gene:8091	ORPHANET:99971
NCBI_gene:3717	OMIM:614521
NCBI_gene:11151	OMIM:615401
NCBI_gene:6926	OMIM:181450
NCBI_gene:3110	OMIM:176450
NCBI_gene:30008	OMIM:614437
NCBI_gene:3674	OMIM:187800
NCBI_gene:7136	OMIM:601680
NCBI_gene:80326	ORPHANET:248
NCBI_gene:63894	OMIM:613404
NCBI_gene:167691	ORPHANET:65
NCBI_gene:29925	OMIM:615352
NCBI_gene:79628	OMIM:601596
NCBI_gene:801	ORPHANET:768
NCBI_gene:4552	OMIM:236270
NCBI_gene:59	OMIM:613834
NCBI_gene:2132	OMIM:133701
NCBI_gene:5116	OMIM:210720
NCBI_gene:11277	OMIM:152700
NCBI_gene:23554	OMIM:613310
NCBI_gene:5119	OMIM:614961
NCBI_gene:4598	ORPHANET:79152
NCBI_gene:287	OMIM:600919
NCBI_gene:1959	OMIM:605253
NCBI_gene:83479	OMIM:174300
NCBI_gene:5162	OMIM:614111
NCBI_gene:10436	OMIM:211180
NCBI_gene:54658	OMIM:143500
NCBI_gene:9217	OMIM:182980
NCBI_gene:7148	OMIM:606408
NCBI_gene:10020	OMIM:269921
NCBI_gene:2068	ORPHANET:231256
NCBI_gene:339829	ORPHANET:244
NCBI_gene:7157	OMIM:259500
NCBI_gene:29899	OMIM:604213
NCBI_gene:6833	OMIM:125853
NCBI_gene:3786	ORPHANET:306
NCBI_gene:11093	OMIM:274150
NCBI_gene:7157	OMIM:114500
NCBI_gene:4300	OMIM:159558
NCBI_gene:3141	OMIM:253270
NCBI_gene:8772	OMIM:613759
NCBI_gene:95681	OMIM:614464
NCBI_gene:1420	ORPHANET:1377
NCBI_gene:22930	OMIM:600118
NCBI_gene:653361	ORPHANET:379
NCBI_gene:374654	ORPHANET:220493
NCBI_gene:152816	OMIM:614832
NCBI_gene:11155	OMIM:601493
NCBI_gene:6710	OMIM:182870
NCBI_gene:841	OMIM:607271
NCBI_gene:51314	ORPHANET:244
NCBI_gene:27030	OMIM:608089
NCBI_gene:83696	OMIM:613192
NCBI_gene:487	OMIM:601003
NCBI_gene:29978	OMIM:300857
NCBI_gene:2778	OMIM:174800
NCBI_gene:121512	OMIM:609311
NCBI_gene:5962	OMIM:611022
NCBI_gene:83737	OMIM:613385
NCBI_gene:6595	OMIM:601358
NCBI_gene:5573	OMIM:188550
NCBI_gene:7045	OMIM:121820
NCBI_gene:84466	OMIM:614399
NCBI_gene:2710	OMIM:307030
NCBI_gene:10210	OMIM:609923
NCBI_gene:6495	ORPHANET:52429
NCBI_gene:8195	OMIM:209900
NCBI_gene:10804	OMIM:612643
NCBI_gene:1825	OMIM:613102
NCBI_gene:79042	OMIM:612390
NCBI_gene:84126	ORPHANET:808
NCBI_gene:5063	ORPHANET:777
NCBI_gene:60528	OMIM:615440
NCBI_gene:2562	OMIM:612269
NCBI_gene:65217	OMIM:601067
NCBI_gene:51251	OMIM:266120
NCBI_gene:23568	ORPHANET:791
NCBI_gene:7134	OMIM:611879
NCBI_gene:2660	OMIM:614160
NCBI_gene:9499	OMIM:182920
NCBI_gene:1280	OMIM:200610
NCBI_gene:79753	OMIM:614501
NCBI_gene:91624	OMIM:613876
NCBI_gene:649	OMIM:614856
NCBI_gene:57560	OMIM:611263
NCBI_gene:23414	OMIM:610187
NCBI_gene:1130	OMIM:214500
NCBI_gene:55750	OMIM:614691
NCBI_gene:22861	OMIM:606579
NCBI_gene:2253	ORPHANET:478
NCBI_gene:57817	ORPHANET:79230
NCBI_gene:114625	OMIM:111620
NCBI_gene:87	OMIM:615193
NCBI_gene:54756	ORPHANET:478
NCBI_gene:338917	ORPHANET:2543
NCBI_gene:282996	ORPHANET:154
NCBI_gene:39	OMIM:614055
NCBI_gene:2779	OMIM:610444
NCBI_gene:208	OMIM:125853
NCBI_gene:6853	OMIM:300491
NCBI_gene:27130	ORPHANET:3156
NCBI_gene:1174	OMIM:609313
NCBI_gene:84146	OMIM:614167
NCBI_gene:1294	OMIM:132000
NCBI_gene:9103	OMIM:188030
NCBI_gene:9445	OMIM:117300
NCBI_gene:8792	OMIM:174810
NCBI_gene:3048	ORPHANET:46532
NCBI_gene:2263	OMIM:207410
NCBI_gene:6049	OMIM:133239
NCBI_gene:84572	OMIM:252605
NCBI_gene:147495	ORPHANET:55654
NCBI_gene:2998	OMIM:240600
NCBI_gene:64218	OMIM:610283
NCBI_gene:4323	ORPHANET:3460
NCBI_gene:3295	OMIM:261515
NCBI_gene:4000	OMIM:275210
NCBI_gene:286077	OMIM:130900
NCBI_gene:30061	OMIM:606069
NCBI_gene:6041	OMIM:601518
NCBI_gene:1641	OMIM:300067
NCBI_gene:4023	OMIM:238600
NCBI_gene:4715	OMIM:252010
NCBI_gene:7780	OMIM:608118
NCBI_gene:3767	OMIM:610582
NCBI_gene:7227	ORPHANET:77258
NCBI_gene:1859	OMIM:614104
NCBI_gene:4624	ORPHANET:154
NCBI_gene:9131	OMIM:300816
NCBI_gene:11284	OMIM:613402
NCBI_gene:56172	ORPHANET:1416
NCBI_gene:3630	OMIM:606176
NCBI_gene:50939	OMIM:613581
NCBI_gene:9132	OMIM:600101
NCBI_gene:9401	OMIM:266280
NCBI_gene:779	OMIM:170400
NCBI_gene:4724	OMIM:256000
NCBI_gene:56623	OMIM:610156
NCBI_gene:6023	OMIM:250460
NCBI_gene:148789	ORPHANET:588
NCBI_gene:2006	OMIM:123700
NCBI_gene:81693	OMIM:261100
NCBI_gene:60386	OMIM:607196
NCBI_gene:26191	ORPHANET:85410
NCBI_gene:9409	ORPHANET:772
NCBI_gene:2707	OMIM:612644
NCBI_gene:805	ORPHANET:768
NCBI_gene:4158	OMIM:202200
NCBI_gene:7456	ORPHANET:906
NCBI_gene:6736	OMIM:400044
NCBI_gene:3060	OMIM:161400
NCBI_gene:6440	OMIM:610913
NCBI_gene:6329	OMIM:613345
NCBI_gene:1121	OMIM:303100
NCBI_gene:23639	OMIM:614935
NCBI_gene:8833	OMIM:601626
NCBI_gene:51761	OMIM:615268
NCBI_gene:27247	OMIM:605711
NCBI_gene:7173	OMIM:274500
NCBI_gene:6439	OMIM:265120
NCBI_gene:55764	OMIM:218330
NCBI_gene:4627	OMIM:153640
NCBI_gene:81704	OMIM:614113
NCBI_gene:10585	ORPHANET:588
NCBI_gene:1786	OMIM:604121
NCBI_gene:2260	OMIM:615465
NCBI_gene:5830	ORPHANET:912
NCBI_gene:2138	OMIM:166780
NCBI_gene:26058	OMIM:607688
NCBI_gene:3082	OMIM:608265
NCBI_gene:84693	OMIM:251120
NCBI_gene:10661	ORPHANET:46532
NCBI_gene:2068	OMIM:610756
NCBI_gene:5824	ORPHANET:912
NCBI_gene:4604	OMIM:614335
NCBI_gene:9992	OMIM:613693
NCBI_gene:326625	OMIM:251110
NCBI_gene:2632	OMIM:232500
NCBI_gene:6598	OMIM:614608
NCBI_gene:2115	OMIM:600541
NCBI_gene:204	OMIM:267500
NCBI_gene:7385	OMIM:615160
NCBI_gene:2263	ORPHANET:93258
NCBI_gene:351	OMIM:605714
NCBI_gene:2688	OMIM:262650
NCBI_gene:7137	OMIM:613690
NCBI_gene:55670	ORPHANET:772
NCBI_gene:55869	OMIM:309585
NCBI_gene:5193	ORPHANET:44
NCBI_gene:392255	OMIM:118100
NCBI_gene:59341	OMIM:184095
NCBI_gene:1048	OMIM:114890
NCBI_gene:148789	OMIM:615181
NCBI_gene:54790	OMIM:614286
NCBI_gene:7015	ORPHANET:1775
NCBI_gene:3852	OMIM:131800
NCBI_gene:11128	ORPHANET:88637
NCBI_gene:5979	OMIM:162300
NCBI_gene:1413	ORPHANET:2543
NCBI_gene:9640	OMIM:606937
NCBI_gene:6247	OMIM:312700
NCBI_gene:5083	OMIM:604625
NCBI_gene:1299	ORPHANET:166002
NCBI_gene:55806	OMIM:209500
NCBI_gene:22930	ORPHANET:2510
NCBI_gene:6315	OMIM:608768
NCBI_gene:889	OMIM:116860
NCBI_gene:26277	OMIM:613990
NCBI_gene:50964	ORPHANET:3152
NCBI_gene:7045	OMIM:122200
NCBI_gene:8542	OMIM:612551
NCBI_gene:117581	ORPHANET:79133
NCBI_gene:9241	OMIM:184460
NCBI_gene:55670	ORPHANET:912
NCBI_gene:7134	OMIM:613243
NCBI_gene:23746	ORPHANET:791
NCBI_gene:6331	ORPHANET:871
NCBI_gene:283120	OMIM:194071
NCBI_gene:2261	ORPHANET:35099
NCBI_gene:1280	OMIM:150600
NCBI_gene:24148	OMIM:613983
NCBI_gene:4626	OMIM:608837
NCBI_gene:4613	OMIM:164280
NCBI_gene:861	OMIM:601399
NCBI_gene:1475	OMIM:607936
NCBI_gene:23746	OMIM:604393
NCBI_gene:6513	OMIM:612126
NCBI_gene:112752	OMIM:614099
NCBI_gene:23405	OMIM:138800
NCBI_gene:11152	OMIM:300894
NCBI_gene:2693	OMIM:604271
NCBI_gene:1438	OMIM:425000
NCBI_gene:729	OMIM:612446
NCBI_gene:8456	OMIM:601705
NCBI_gene:10195	OMIM:601110
NCBI_gene:5190	OMIM:614863
NCBI_gene:347344	ORPHANET:777
NCBI_gene:2778	OMIM:166350
NCBI_gene:3198	OMIM:601536
NCBI_gene:79577	OMIM:145000
NCBI_gene:9782	OMIM:606070
NCBI_gene:4148	OMIM:607078
NCBI_gene:1617	OMIM:400003
NCBI_gene:860	OMIM:156510
NCBI_gene:4054	OMIM:613097
NCBI_gene:9321	OMIM:200600
NCBI_gene:3074	OMIM:268800
NCBI_gene:1161	OMIM:216400
NCBI_gene:1591	OMIM:143880
NCBI_gene:5921	OMIM:608354
NCBI_gene:1545	OMIM:231300
NCBI_gene:136647	OMIM:234050
NCBI_gene:6575	ORPHANET:1980
NCBI_gene:25978	OMIM:614696
NCBI_gene:55997	OMIM:613853
NCBI_gene:5805	OMIM:261640
NCBI_gene:9365	OMIM:211900
NCBI_gene:3918	OMIM:226700
NCBI_gene:5663	OMIM:104311
NCBI_gene:2492	ORPHANET:243
NCBI_gene:55858	OMIM:614727
NCBI_gene:2299	OMIM:600791
NCBI_gene:6017	OMIM:136880
NCBI_gene:1146	OMIM:265000
NCBI_gene:63901	OMIM:602361
NCBI_gene:7157	OMIM:260500
NCBI_gene:7078	OMIM:136900
NCBI_gene:4867	OMIM:256100
NCBI_gene:2626	ORPHANET:251510
NCBI_gene:1967	OMIM:603896
NCBI_gene:2312	OMIM:146700
NCBI_gene:6334	OMIM:614558
NCBI_gene:3043	ORPHANET:46532
NCBI_gene:2296	OMIM:601631
NCBI_gene:9095	OMIM:201400
NCBI_gene:85478	ORPHANET:244
NCBI_gene:5913	OMIM:608931
NCBI_gene:9378	OMIM:614325
NCBI_gene:57539	ORPHANET:1515
NCBI_gene:5158	OMIM:613801
NCBI_gene:7157	OMIM:114480
NCBI_gene:55670	OMIM:614872
NCBI_gene:6635	OMIM:615059
NCBI_gene:8600	OMIM:259710
NCBI_gene:1001	OMIM:601553
NCBI_gene:8398	OMIM:610217
NCBI_gene:5817	OMIM:173850
NCBI_gene:51592	OMIM:188550
NCBI_gene:221421	ORPHANET:244
NCBI_gene:5376	OMIM:118220
NCBI_gene:190	OMIM:300018
NCBI_gene:775	OMIM:601005
NCBI_gene:25794	ORPHANET:791
NCBI_gene:5444	OMIM:168820
NCBI_gene:4094	ORPHANET:1377
NCBI_gene:1203	OMIM:256731
NCBI_gene:6335	OMIM:167400
NCBI_gene:3918	OMIM:226650
NCBI_gene:9227	OMIM:613341
NCBI_gene:4359	OMIM:607791
NCBI_gene:54507	OMIM:225200
NCBI_gene:1029	OMIM:155755
NCBI_gene:80746	OMIM:612389
NCBI_gene:9129	ORPHANET:791
NCBI_gene:29929	OMIM:603147
NCBI_gene:23363	ORPHANET:2616
NCBI_gene:10060	OMIM:239850
NCBI_gene:1540	OMIM:132700
NCBI_gene:92749	OMIM:615294
NCBI_gene:2324	OMIM:602089
NCBI_gene:1134	OMIM:253290
NCBI_gene:10717	OMIM:614066
NCBI_gene:8573	OMIM:300422
NCBI_gene:3690	OMIM:187800
NCBI_gene:59341	OMIM:600175
NCBI_gene:2077	OMIM:600775
NCBI_gene:55131	OMIM:612079
NCBI_gene:1756	OMIM:302045
NCBI_gene:699	ORPHANET:1052
NCBI_gene:6314	OMIM:164500
NCBI_gene:56623	OMIM:213300
NCBI_gene:801	ORPHANET:3286
