disease_id	disorder_label
OMIM:611777	Brugada Syndrome 2
OMIM:611783	Erythrocytosis, Familial, 4
OMIM:611788	Aortic Aneurysm, Familial Thoracic 6
OMIM:611804	Elliptocytosis 1
OMIM:611808	Tremor, Hereditary Essential, And Idiopathic Normal Pressure Hydrocephalus
OMIM:611809	Bestrophinopathy, Autosomal Recessive
OMIM:611812	46,Xx Sex Reversal With Dysgenesis Of Kidneys, Adrenals, And Lungs
OMIM:611816	Temple-Baraitser Syndrome
OMIM:611818	Long Qt Syndrome 9, Acquired, Susceptibility To
OMIM:611818	Long Qt Syndrome 9
OMIM:611819	Long Qt Syndrome 10
OMIM:611820	Long Qt Syndrome 11
OMIM:611862	White Blood Cell Count Quantitative Trait Locus 1
OMIM:611863	Microtia With Nasolacrimal Duct Imperforation And Eye Coloboma
OMIM:611867	Chromosome 22q11.2 Deletion Syndrome, Distal
OMIM:611868	Prostate Cancer, Hereditary, 12
OMIM:611875	Brugada Syndrome 3
OMIM:611876	Brugada Syndrome 4
OMIM:611878	Cardiomyopathy, Dilated, 1y
OMIM:611879	Cardiomyopathy, Dilated, 1z
OMIM:611880	Cardiomyopathy, Dilated, 2a
OMIM:611881	Glycogen Storage Disease Xii
OMIM:611884	Ciliary Dyskinesia, Primary, 7
OMIM:611886	Mesomelic Dysplasia, Camera Type
OMIM:611890	Lethal Arthrogryposis With Anterior Horn Cell Disease
OMIM:611891	Aortic Aneurysm, Familial Abdominal, 3
OMIM:611892	Aneurysm, Intracranial Berry, 6
OMIM:611895	Amyotrophic Lateral Sclerosis 9
OMIM:611897	Nanophthalmos 3
OMIM:611907	Episodic Ataxia, Type 7
OMIM:611913	Chromosome 16p11.2 Deletion Syndrome, 593-Kb
OMIM:611918	Moved To 601869
OMIM:611920	C-Reactive Protein, Serum Level Of, Quantitative Trait Locus 1
OMIM:611926	Immunodeficiency, Ovarian Dysgenesis, And Pulmonary Fibrosis
OMIM:611928	Prostate Cancer, Hereditary, 13
OMIM:611929	Camptodactyly Syndrome, Guadalajara, Type Iii
OMIM:611934	Epilepsy, Idiopathic Generalized, Susceptibility To, 5
OMIM:611936	Chromosome 3q29 Duplication Syndrome
OMIM:611938	Ventricular Tachycardia, Catecholaminergic Polymorphic, 2
OMIM:611942	Epilepsy, Idiopathic Generalized, Susceptibility To, 6
OMIM:611942	Epilepsy, Childhood Absence, Susceptibility To, 6
OMIM:611943	Riddle Syndrome
OMIM:611944	Lymphedema, Hereditary, Ib
OMIM:611945	Spastic Paraplegia 37, Autosomal Dominant
OMIM:611948	Moved To 267750
OMIM:611953	Macular Degeneration, Age-Related, 11
OMIM:611955	Prostate Cancer, Hereditary, 11
OMIM:611958	Prostate Cancer, Hereditary, 14
OMIM:611959	Prostate Cancer, Hereditary, 15
OMIM:611960	Asthma-Related Traits, Susceptibility To, 7
OMIM:611961	Stevenson-Carey Syndrome
OMIM:611962	Hunter-Macdonald Syndrome
OMIM:612001	Chromosome 15q13.3 Deletion Syndrome
OMIM:612004	Thrombocytopenia 4
OMIM:612005	Celiac Disease, Susceptibility To, 7
OMIM:612006	Celiac Disease, Susceptibility To, 8
OMIM:612007	Celiac Disease, Susceptibility To, 9
OMIM:612008	Celiac Disease, Susceptibility To, 10
OMIM:612009	Celiac Disease, Susceptibility To, 11
OMIM:612010	Celiac Disease, Susceptibility To, 12
OMIM:612011	Celiac Disease, Susceptibility To, 13
OMIM:612015	Congenital Disorder Of Glycosylation, Type In
OMIM:612016	Coenzyme Q10 Deficiency, Primary, 4
OMIM:612017	Pyloric Stenosis, Infantile Hypertrophic, 3
OMIM:612018	Cataract, Juvenile, With Microcornea And Glucosuria
OMIM:612018	Cataract, Juvenile, With Microcornea And Renal Glucosuria
OMIM:612020	Spastic Paraplegia 39, Autosomal Recessive
OMIM:612030	Coronary Heart Disease, Susceptibility To, 9
OMIM:612042	Recombination Rate Quantitative Trait Locus 1
OMIM:612052	Smoking As A Quantitative Trait Locus 3
OMIM:612067	Dystonia 16
OMIM:612069	Amyotrophic Lateral Sclerosis 10, With Or Without Frontotemporal Dementia
OMIM:612073	Mitochondrial Dna Depletion Syndrome 5 (Encephalomyopathic With Or Without Methylmalonic Aciduria)
OMIM:612075	Mitochondrial Dna Depletion Syndrome 8a (Encephalomyopathic Type With Renal Tubulopathy)
OMIM:612076	Hypouricemia, Renal, 2
OMIM:612079	Alopecia, Neurologic Defects, And Endocrinopathy Syndrome
OMIM:612083	Muscle Strength Quantitative Trait Locus 1
OMIM:612089	Hypophosphatemic Rickets And Hyperparathyroidism
OMIM:612095	Retinitis Pigmentosa 41
OMIM:612096	Otosclerosis 8
OMIM:612097	Deafness, Unilateral, With Delayed Endolymphatic Hydrops
OMIM:612098	Cardiomyopathy, Familial Hypertrophic, 11
OMIM:612099	Trichoepithelioma, Multiple Familial, 2
OMIM:612100	Autism, Susceptibility To, 15
OMIM:612108	Fasting Plasma Glucose Level Quantitative Trait Locus 1
OMIM:612109	Oculoauricular Syndrome
OMIM:612110	Bone Mineral Density Quantitative Trait Locus 9
OMIM:612113	Bone Mineral Density Quantitative Trait Locus 10
OMIM:612114	Bone Mineral Density Quantitative Trait Locus 11
OMIM:612119	Trehalase Deficiency
OMIM:612124	Cardiomyopathy, Familial Hypertrophic, 12
OMIM:612126	Glut1 Deficiency Syndrome 2
OMIM:612132	Ectodermal Dysplasia, Anhidrotic, With T-Cell Immunodeficiency, Autosomal Dominant
OMIM:612138	Epidermolysis Bullosa Simplex With Pyloric Atresia
OMIM:612158	Cardiomyopathy, Dilated, 1aa
OMIM:612160	Histiocytoma, Angiomatoid Fibrous
OMIM:612161	Aneurysm, Intracranial Berry, 7
OMIM:612162	Aneurysm, Intracranial Berry, 8
OMIM:612164	Epileptic Encephalopathy, Early Infantile, 4
OMIM:612165	Retinitis Pigmentosa 29
OMIM:612198	Diastasis Recti And Weakness Of The Linea Alba
OMIM:612199	Cerebroretinal Microangiopathy With Calcifications And Cysts
OMIM:612201	Atrial Fibrillation, Familial, 6
OMIM:612219	Ewing Sarcoma
OMIM:612221	Stature Quantitative Trait Locus 10
OMIM:612223	Stature Quantitative Trait Locus 11
OMIM:612224	Stature Quantitative Trait Locus 12
OMIM:612225	Maturity-Onset Diabetes Of The Young, Type 9
OMIM:612226	Stature Quantitative Trait Locus 13
OMIM:612227	Diabetes Mellitus, Ketosis-Prone
OMIM:612227	Diabetes Mellitus, Type 2
OMIM:612227	Diabetes Mellitus, Ketosis-Prone, Susceptibility To
OMIM:612228	Stature Quantitative Trait Locus 14
OMIM:612229	Colorectal Cancer, Susceptibility To, 3
OMIM:612230	Colorectal Cancer, Susceptibility To, 5
OMIM:612231	Colorectal Cancer, Susceptibility To, 6
OMIM:612232	Colorectal Cancer, Susceptibility To, 7
OMIM:612233	Leukodystrophy, Hypomyelinating, 4
OMIM:612237	Chondrosarcoma, Extraskeletal Myxoid
OMIM:612238	Scoliosis, Idiopathic, Susceptibility To, 4
OMIM:612239	Scoliosis, Idiopathic, Susceptibility To, 5
OMIM:612240	Atrial Fibrillation, Familial, 7
OMIM:612241	Inflammatory Bowel Disease 12
OMIM:612242	Chromosome 10q23 Deletion Syndrome
OMIM:612244	Inflammatory Bowel Disease 13
OMIM:612244	Inflammatory Bowel Disease 13, Susceptibility To
OMIM:612245	Inflammatory Bowel Disease 14
OMIM:612245	Inflammatory Bowel Disease 14, Susceptibility To
OMIM:612247	Crouzon Syndrome With Acanthosis Nigricans
OMIM:612251	Systemic Lupus Erythematosus, Susceptibility To, 10
OMIM:612251	Systemic Lupus Erythematosus, Association With Susceptibility To, 10
OMIM:612253	Systemic Lupus Erythematosus, Susceptibility To, 11; Sleb11
OMIM:612253	Systemic Lupus Erythematosus, Susceptibility To, 11
OMIM:612254	Systemic Lupus Erythematosus, Susceptibility To, 12
OMIM:612255	Inflammatory Bowel Disease 15
OMIM:612259	Inflammatory Bowel Disease 16
OMIM:612260	Myd88 Deficiency
OMIM:612261	Inflammatory Bowel Disease 17, Protection Against
OMIM:612261	Inflammatory Bowel Disease 17
OMIM:612262	Inflammatory Bowel Disease 18
OMIM:612263	Melanoma, Cutaneous Malignant, Susceptibility To, 7
OMIM:612267	Skin/Hair/Eye Pigmentation, Variation In, 10
OMIM:612269	Epilepsy, Childhood Absence, Susceptibility To, 5
OMIM:612271	Skin/Hair/Eye Pigmentation, Variation In, 11
OMIM:612274	Ciliary Dyskinesia, Primary, 8
OMIM:612278	Inflammatory Bowel Disease 19
OMIM:612279	Generalized Epilepsy With Febrile Seizures Plus, Type 6
OMIM:612281	Ichthyosis, Congenital, Autosomal Recessive 6
OMIM:612284	Meckel Syndrome, Type 6
OMIM:612285	Joubert Syndrome 9
OMIM:612286	Nephrolithiasis/Osteoporosis, Hypophosphatemic, 1
OMIM:612287	Nephrolithiasis/Osteoporosis, Hypophosphatemic, 2
OMIM:612288	Inflammatory Bowel Disease 20
OMIM:612289	Progeroid Syndrome, Congenital, Petty Type
OMIM:612290	Microtia, Hearing Impairment, And Cleft Palate
OMIM:612291	Joubert Syndrome 8
OMIM:612292	Birk-Barel Mental Retardation Dysmorphism Syndrome
OMIM:612293	Porokeratosis 5, Disseminated Superficial Actinic Type
OMIM:612300	Hemolytic Anemia, Cd59-Mediated, With Or Without Immune-Mediated Polyneuropathy
OMIM:612301	Osteopetrosis, Autosomal Recessive 7
OMIM:612304	Thrombophilia Due To Protein C Deficiency, Autosomal Recessive
OMIM:612306	Thyroid-Stimulating Hormone Level Quantitative Trait Locus 1
OMIM:612310	Premature Ovarian Failure 6
OMIM:612311	Attention Deficit-Hyperactivity Disorder, Susceptibility To, 5
OMIM:612312	Attention Deficit-Hyperactivity Disorder, Susceptibility To, 6
OMIM:612313	Chromosome 2q32-Q33 Deletion Syndrome
OMIM:612318	Pseudofolliculitis Barbae, Susceptibility To
OMIM:612318	Pseudofolliculitis Barbae
OMIM:612319	Spastic Paraplegia 35, Autosomal Recessive
OMIM:612335	Spastic Paraplegia 38, Autosomal Dominant
OMIM:612336	Thrombophilia Due To Protein S Deficiency, Autosomal Dominant
OMIM:612337	Chromosome 1q43-Q44 Deletion Syndrome
OMIM:612343	Musical Aptitude Quantitative Trait Locus
OMIM:612345	Chromosome 2q31.2 Deletion Syndrome
OMIM:612347	Jervell And Lange-Nielsen Syndrome 2
OMIM:612348	Thrombophilia, Familial, Due To Decreased Release Of Tissue Plasminogen Activator
OMIM:612350	Spondylocheirodysplasia, Ehlers-Danlos Syndrome-Like
OMIM:612353	Porokeratosis 6, Disseminated Superficial Actinic Type
OMIM:612354	Inflammatory Bowel Disease 21
OMIM:612356	Heparin Cofactor Ii Deficiency
OMIM:612357	Major Affective Disorder 8
OMIM:612359	Cowden Syndrome 2
OMIM:612361	Schizophrenia 14
OMIM:612362	Body Mass Index Quantitative Trait Locus 12
OMIM:612363	Alanine Aminotransferase, Plasma Level Of, Quantitative Trait Locus 1
OMIM:612364	Alanine Aminotransferase, Plasma Level Of, Quantitative Trait Locus 2
OMIM:612365	Gamma Glutamyltransferase, Plasma Level Of, Quantitative Trait Locus 1
OMIM:612366	Gamma Glutamyltransferase, Plasma Level Of, Quantitative Trait Locus 2
OMIM:612367	Alkaline Phosphatase, Plasma Level Of, Quantitative Trait Locus 2
OMIM:612368	Alkaline Phosphatase, Plasma Level Of, Quantitative Trait Locus 3
OMIM:612369	Alkaline Phosphatase, Plasma Level Of, Quantitative Trait Locus 4
OMIM:612370	Hypogonadotropic Hypogonadism 5 With Or Without Anosmia
OMIM:612371	Major Affective Disorder 7, Susceptibility To
OMIM:612371	Major Affective Disorder 7
OMIM:612372	Major Affective Disorder 9
OMIM:612376	Acute Promyelocytic Leukemia
OMIM:612378	Systemic Lupus Erythematosus, Susceptibility To, 13
OMIM:612379	Congenital Disorder Of Glycosylation, Type Iq
OMIM:612380	Inflammatory Bowel Disease 22
OMIM:612381	Inflammatory Bowel Disease 23
OMIM:612387	Sarcoidosis, Susceptibility To, 2
OMIM:612388	Sarcoidosis, Susceptibility To, 3
OMIM:612389	Pontocerebellar Hypoplasia, Type 2b
OMIM:612390	Pontocerebellar Hypoplasia, Type 2c
OMIM:612391	Moved To 602782
OMIM:612394	Bone Fragility With Contractures, Arterial Rupture, And Deafness
OMIM:612396	Allantoicase
OMIM:612400	Osteoarthritis Susceptibility 5
OMIM:612401	Osteoarthritis Susceptibility 6
OMIM:612406	Dystonia 17, Torsion, Autosomal Recessive
OMIM:612410	Psoriasis Susceptibility 10
OMIM:612416	Factor Xi Deficiency
OMIM:612417	Narcolepsy 4, Susceptibility To
OMIM:612421	Alopecia, Androgenetic, 3
OMIM:612422	Cardiomyopathy, Familial Restrictive, 3
OMIM:612422	Cardiomyopathy, Familial, Restrictive, 3
OMIM:612423	Prekallikrein Deficiency
OMIM:612431	Deafness, Autosomal Dominant 27
OMIM:612433	Deafness, Autosomal Recessive 45
OMIM:612437	Epilepsy, Progressive Myoclonic 1b
OMIM:612438	Leukodystrophy, Hypomyelinating, 6
OMIM:612443	Moved To 612319
OMIM:612444	Ciliary Dyskinesia, Primary, 9
OMIM:612445	Scoliosis, Arachnodactyly, And Blindness
OMIM:612446	Complement Component 6 Deficiency
OMIM:612447	Skeletal Defects, Genital Hypoplasia, And Mental Retardation
OMIM:612448	Age-Related Hearing Impairment 1
OMIM:612459	Body Mass Index Quantitative Trait Locus 13
OMIM:612460	Body Mass Index Quantitative Trait Locus 14
OMIM:612462	Pseudohypoparathyroidism, Type Ic
OMIM:612462	Pseudohypoparathyroidism, Type Ia, With Testotoxicosis
OMIM:612463	Pseudopseudohypoparathyroidism
OMIM:612469	Wilms Tumor, Aniridia, Genitourinary Anomalies, Mental Retardation, And Obesity Syndrome
OMIM:612474	Chromosome 1q21.1 Deletion Syndrome, 1.35-Mb
OMIM:612475	Chromosome 1q21.1 Duplication Syndrome
OMIM:612513	Chromosome 2p16.1-P15 Deletion Syndrome
OMIM:612514	Specific Language Impairment 4
OMIM:612518	Ciliary Dyskinesia, Primary, 10
OMIM:612520	Diabetes Mellitus, Type Ii, Susceptibility To
OMIM:612520	Diabetes Mellitus, Insulin-Dependent, 20
OMIM:612521	Diabetes Mellitus, Insulin-Dependent, 21
OMIM:612522	Diabetes Mellitus, Insulin-Dependent, 22
OMIM:612525	Pyloric Stenosis, Infantile Hypertrophic, 5
OMIM:612526	Lipodystrophy, Congenital Generalized, Type 3
OMIM:612527	Diamond-Blackfan Anemia 4
OMIM:612528	Diamond-Blackfan Anemia 5
OMIM:612529	Amelogenesis Imperfecta, Hypomaturation Type, Iia2
OMIM:612530	Chromosome 1q41-Q42 Deletion Syndrome
OMIM:612539	Spastic Paraplegia 42, Autosomal Dominant
OMIM:612540	Myopathy, Congenital, Compton-North
OMIM:612541	Neutropenia, Severe Congenital, 4, Autosomal Recessive
OMIM:612542	Vitamin B12 Plasma Level Quantitative Trait Locus 1
OMIM:612551	Focal Segmental Glomerulosclerosis 4, Susceptibility To
OMIM:612554	Myopia 16, Autosomal Dominant
OMIM:612555	Breast-Ovarian Cancer, Familial, Susceptibility To, 2
OMIM:612556	Adiponectin, Serum Level Of, Quantitative Trait Locus 1
OMIM:612557	Leukemia, Chronic Lymphocytic, Susceptibility To, 3
OMIM:612558	Leukemia, Chronic Lymphocytic Susceptibility To, 4
OMIM:612559	Leukemia, Chronic Lymphocytic Susceptibility To, 5
OMIM:612560	Bone Mineral Density Quantitative Trait Locus 12
OMIM:612561	Diamond-Blackfan Anemia 6
OMIM:612562	Diamond-Blackfan Anemia 7
OMIM:612563	Diamond-Blackfan Anemia 8
OMIM:612566	Inflammatory Bowel Disease 24
OMIM:612567	Inflammatory Bowel Disease 25
OMIM:612567	Inflammatory Bowel Disease 25, Autosomal Recessive
OMIM:612571	Lung Cancer Susceptibility 3
OMIM:612572	Retinitis Pigmentosa 46
OMIM:612573	Mean Platelet Volume Quantitative Trait Locus 1
OMIM:612574	Mean Platelet Volume Quantitative Trait Locus 2
OMIM:612575	Mean Platelet Volume Quantitative Trait Locus 3
OMIM:612576	Chromosome 17p13.3, Telomeric, Duplication Syndrome
OMIM:612577	Amyotrophic Lateral Sclerosis 11
OMIM:612578	Stature Quantitative Trait Locus 15
OMIM:612579	Stature Quantitative Trait Locus 16
OMIM:612580	Mental Retardation, Autosomal Dominant 3
OMIM:612581	Mental Retardation, Autosomal Dominant 4
OMIM:612582	Chromosome 6pter-P24 Deletion Syndrome
OMIM:612586	Aneurysm, Intracranial Berry, 9
OMIM:612587	Aneurysm, Intracranial Berry, 10
OMIM:612589	Colorectal Cancer, Susceptibility To, 8
OMIM:612590	Colorectal Cancer, Susceptibility To, 9
OMIM:612591	Colorectal Cancer, Susceptibility To, 10
OMIM:612592	Colorectal Cancer, Susceptibility To, 11
OMIM:612593	Lung Cancer Susceptibility 4
OMIM:612594	Multiple Sclerosis, Susceptibility To, 2
OMIM:612595	Multiple Sclerosis, Susceptibility To, 3
OMIM:612596	Multiple Sclerosis, Susceptibility To, 4
OMIM:612599	Psoriasis Susceptibility 11
OMIM:612621	Mental Retardation, Autosomal Dominant 5
OMIM:612622	Diabetes Mellitus, Insulin-Dependent, 23
OMIM:612623	Microvascular Complications Of Diabetes, Susceptibility To, 2
OMIM:612624	Microvascular Complications Of Diabetes, Susceptibility To, 3
OMIM:612626	Chromosome 15q26-Qter Deletion Syndrome
OMIM:612627	Seizures, Benign Familial Infantile, 4
OMIM:612628	Microvascular Complications Of Diabetes, Susceptibility To, 4
OMIM:612629	Adiponectin, Serum Level Of, Quantitative Trait Locus 4
OMIM:612630	Hair Morphology 1
OMIM:612630	Hair Morphology 1, Hair Thickness
OMIM:612631	Adenylate Kinase Deficiency, Hemolytic Anemia Due To
OMIM:612632	Usher Syndrome, Type Ih
OMIM:612633	Microvascular Complications Of Diabetes, Susceptibility To, 5
OMIM:612634	Microvascular Complications Of Diabetes, Susceptibility To, 6
OMIM:612635	Microvascular Complications Of Diabetes, Susceptibility To, 7
OMIM:612637	Febrile Seizures, Familial, 10
OMIM:612639	Inflammatory Bowel Disease 26
OMIM:612642	Deafness, Autosomal Dominant 59
OMIM:612643	Deafness, Autosomal Dominant 3b
OMIM:612643	Deafness, Digenic, Gjb2/Gjb6
OMIM:612644	Deafness, Digenic, Gjb2/Gjb3
OMIM:612644	Deafness, Autosomal Dominant 2b
OMIM:612644	Deafness, Autosomal Dominant, With Peripheral Neuropathy
OMIM:612645	Deafness, Autosomal Recessive 1b
OMIM:612645	Deafness, Digenic, Gjb2/Gjb6
OMIM:612649	Ciliary Dyskinesia, Primary, 11
OMIM:612650	Ciliary Dyskinesia, Primary, 12
OMIM:612651	Endocrine-Cerebroosteodysplasia
OMIM:612652	Moved To 219150
OMIM:612653	Spherocytosis, Type 4, Due To Band 3 Genas
OMIM:612653	Spherocytosis, Type 4, Due To Band 3 Noirterre
OMIM:612653	Spherocytosis, Type 4, Due To Band 3 Montefiore
OMIM:612653	Spherocytosis, Type 4, Due To Band 3 Prague
OMIM:612653	Spherocytosis, Type 4, Due To Band 3 Chur
OMIM:612653	Spherocytosis, Type 4, Due To Band 3 Fukuoka
OMIM:612653	Spherocytosis, Type 4, Due To Band 3 Prague Ii
OMIM:612653	Spherocytosis, Type 4, Due To Band 3 Prague Iii
OMIM:612653	Spherocytosis, Type 4, Due To Band 3 Lyon
OMIM:612653	Spherocytosis, Type 4, Due To Band 3 Cape Town
OMIM:612653	Spherocytosis, Type 4
OMIM:612653	Spherocytosis, Type 4, Due To Band 3 Tuscaloosa
OMIM:612653	Spherocytosis, Type 4, Due To Band 3 Tokyo
OMIM:612653	Spherocytosis, Type 4, Due To Band 3 Coimbra
OMIM:612656	Episodic Ataxia, Type 6
OMIM:612657	Cone-Rod Dystrophy 12
OMIM:612671	Uric Acid Concentration, Serum, Quantitative Trait Locus 4
OMIM:612674	Polyneuropathy, Hearing Loss, Ataxia, Retinitis Pigmentosa, And Cataract
OMIM:612690	Spherocytosis, Type 5, Due To Protein 4.2-Notame
OMIM:612690	Spherocytosis, Type 5, Due To Protein 4.2-Hammersmith
OMIM:612690	Spherocytosis, Type 5, Due To Protein 4.2-Nippon
OMIM:612690	Spherocytosis, Type 5, Due To Protein 4.2-Tozeur
OMIM:612690	Spherocytosis, Type 5, Due To Protein 4.2-Lisboa
OMIM:612690	Spherocytosis, Type 5
OMIM:612691	Polymicrogyria, Bilateral Occipital
OMIM:612692	Agammaglobulinemia 6, Autosomal Recessive
OMIM:612692	Agammaglobulinemia 6
OMIM:612702	Hypogonadotropic Hypogonadism 6 With Or Without Anosmia
OMIM:612703	Microcephaly 7, Primary, Autosomal Recessive
OMIM:612712	Leber Congenital Amaurosis 13
OMIM:612713	Kahrizi Syndrome
OMIM:612714	Exocrine Pancreatic Insufficiency, Dyserythropoietic Anemia, And Calvarial Hyperostosis
OMIM:612715	Dyschromatosis Universalis Hereditaria 2
OMIM:612716	Dystonia, Dopa-Responsive, Due To Sepiapterin Reductase Deficiency
OMIM:612717	Myopia 15, Autosomal Dominant
OMIM:612718	Cerebral Creatine Deficiency Syndrome 3
OMIM:612726	Hardikar Syndrome
OMIM:612727	Bone Mineral Density Quantitative Trait Locus 13
OMIM:612728	Bone Mineral Density Quantitative Trait Locus 14
OMIM:612729	Lean Body Mass Quantitative Trait Locus 1
OMIM:612731	Faciocardiomelic Syndrome
OMIM:612736	Cerebral Creatine Deficiency Syndrome 2
OMIM:612737	Stature Quantitative Trait Locus 17
OMIM:612740	Porphyria, Acute Hepatic, Digenic
OMIM:612740	Porphyria, Acute Hepatic
OMIM:612759	Synesthesia
OMIM:612775	Cone-Rod Dystrophy 9
OMIM:612776	Hypoglossia With Situs Inversus
OMIM:612777	Hypotonia, Seizures, And Precocious Puberty
OMIM:612780	Seizures, Sensorineural Deafness, Ataxia, Mental Retardation, And Electrolyte Imbalance
OMIM:612781	Isolated Growth Hormone Deficiency, Type Ib
OMIM:612782	Immunodeficiency 9
OMIM:612783	Immunodeficiency 10
OMIM:612785	Megarbane-Jalkh Syndrome
OMIM:612789	Deafness, Autosomal Recessive 71
OMIM:612794	Atrial Septal Defect 5
OMIM:612795	Polyunsaturated Fatty Acids Plasma Level Quantitative Trait Locus 1
OMIM:612796	Inflammatory Bowel Disease 27
OMIM:612797	High Density Lipoprotein Cholesterol Level Quantitative Trait Locus 12
OMIM:612798	Question Mark Ears, Isolated
OMIM:612813	Spondyloepimetaphyseal Dysplasia, Aggrecan Type
OMIM:612838	Brugada Syndrome 5
OMIM:612840	Leukocyte Adhesion Deficiency, Type Iii
OMIM:612841	Hypotrichosis 5
OMIM:612843	Keratosis Follicularis Spinulosa Decalvans, Autosomal Dominant
OMIM:612847	Brachyolmia Type 4 With Mild Epiphyseal And Metaphyseal Changes
OMIM:612851	Narcolepsy 5, Susceptibility To
OMIM:612852	Osteomyelitis, Sterile Multifocal, With Periostitis And Pustulosis
OMIM:612853	Restless Legs Syndrome, Susceptibility To, 7
OMIM:612858	Orofacial Cleft 12
OMIM:612862	Pulmonary Hypertension, Chronic Thromboembolic, Without Deep Vein Thrombosis, Susceptibility To
OMIM:612863	Chromosome 6q24-Q25 Deletion Syndrome
OMIM:612867	Corneal Dystrophy, Subepithelial Mucinous
OMIM:612868	Corneal Dystrophy, Posterior Amorphous
OMIM:612874	Erythrocyte Amp Deaminase Deficiency
OMIM:612875	Gonadotropin-Releasing Hormone Receptor 2
OMIM:612876	Spinocerebellar Ataxia 9
OMIM:612877	Cardiomyopathy, Dilated, 1bb
OMIM:612881	Heterotopia, Periventricular, Associated With Chromosome 5q Deletion
OMIM:612882	Menarche, Age At, Quantitative Trait Locus 2
OMIM:612883	Menarche, Age At, Quantitative Trait Locus 3
OMIM:612884	Menopause, Natural, Age At, Quantitative Trait Locus 2
OMIM:612885	Menopause, Natural, Age At, Quantitative Trait Locus 3
OMIM:612886	Menopause, Natural, Age At, Quantitative Trait Locus 4
OMIM:612892	Stature Quantitative Trait Locus 18
OMIM:612893	Stature Quantitative Trait Locus 19
OMIM:612894	Stature Quantitative Trait Locus 20
OMIM:612899	Epilepsy, Idiopathic Generalized, Susceptibility To, 8
OMIM:612900	Cerebral Palsy, Spastic Quadriplegic, 2
OMIM:612908	Keratosis Palmoplantaris Striata Ii
OMIM:612913	Orofaciodigital Syndrome Xi
OMIM:612916	Zechi-Ceide Syndrome
OMIM:612917	Giacheti Syndrome
OMIM:612918	Congenital Lipomatous Overgrowth, Vascular Malformations, And Epidermal Nevi
OMIM:612918	Congenital Lipomatous Overgrowth, Vascular Malformations, And Epidermal Nevi, Somatic
OMIM:612921	Three M Syndrome 2
OMIM:612922	Hemolytic Uremic Syndrome, Atypical, Susceptibility To, 2
OMIM:612923	Hemolytic Uremic Syndrome, Atypical, Susceptibility To, 3
OMIM:612924	Hemolytic Uremic Syndrome, Atypical, Susceptibility To, 4
OMIM:612925	Hemolytic Uremic Syndrome, Atypical, Susceptibility To, 5
OMIM:612926	Hemolytic Uremic Syndrome, Atypical, Susceptibility To, 6
OMIM:612929	Mycobacterium Tuberculosis, Susceptibility To, 3
OMIM:612932	Glycogen Storage Disease Xiii
OMIM:612933	Glycogen Storage Disease Xi
OMIM:612934	Glycogen Storage Disease Xiv
OMIM:612936	Spastic Paraplegia 50, Autosomal Recessive
OMIM:612937	Congenital Disorder Of Glycosylation, Type Io
OMIM:612938	Growth Retardation, Developmental Delay, Coarse Facies, And Early Death
OMIM:612940	Cutis Laxa, Autosomal Recessive, Type Iib
OMIM:612943	Retinitis Pigmentosa 42
OMIM:612946	Hadziselimovic Syndrome
OMIM:612947	Microcephaly, Growth Retardation, Cataract, Hearing Loss, And Unusual Appearance
OMIM:612948	Stargardt Macular Degeneration, Absent Or Hypoplastic Corpus Callosum, Mental Retardation, And Dysmorphic Features
OMIM:612949	Hypomyelination, Global Cerebral
OMIM:612950	Psoriasis Susceptibility 12
OMIM:612951	Leukoencephalopathy, Cystic, Without Megalencephaly
OMIM:612952	Aicardi-Goutieres Syndrome 5
OMIM:612953	Parkinson Disease 14, Autosomal Recessive
OMIM:612953	Parkinson Disease 14
OMIM:612954	Myopathy, Myofibrillar, Bag3-Related
OMIM:612954	Myopathy, Myofibrillar, 6
OMIM:612955	Long Qt Syndrome 12
OMIM:612956	Ventricular Fibrillation, Paroxysmal Familial, 2
OMIM:612957	Vitamin B6 Plasma Level Quantitative Trait Locus 1
OMIM:612961	Multiple Synostoses Syndrome 3
OMIM:612964	Premature Ovarian Failure 7
OMIM:612965	46,Xy Sex Reversal 3
OMIM:612967	Body Mass Index Quantitative Trait Locus 15
OMIM:612968	Cataract 34, Multiple Types
OMIM:612975	Short Sleeper
OMIM:612976	Age-Related Hearing Impairment 2
OMIM:612989	Optic Atrophy 7
OMIM:612997	Spermatogenic Failure 7
OMIM:612998	Emery-Dreifuss Muscular Dystrophy 4
OMIM:612998	Emery-Dreifuss Muscular Dystrophy 4, Autosomal Dominant
OMIM:612999	Emery-Dreifuss Muscular Dystrophy 5, Autosomal Dominant
OMIM:612999	Emery-Dreifuss Muscular Dystrophy 5
OMIM:613000	Palmoplantar Keratoderma, Nonepidermolytic, Focal
OMIM:613001	Encephalocraniocutaneous Lipomatosis
OMIM:613002	Herpes Simplex Encephalitis, Susceptibility To, 2
OMIM:613003	Attention Deficit-Hyperactivity Disorder, Susceptibility To, 7
OMIM:613005	Santos Syndrome
OMIM:613006	Diabetes Mellitus, Insulin-Dependent, 24
OMIM:613007	Biliary Cirrhosis, Primary, 2
OMIM:613008	Biliary Cirrhosis, Primary, 3
OMIM:613011	Lymphoproliferative Syndrome 1
OMIM:613013	Neuroblastoma, Susceptibility To, 2
OMIM:613014	Neuroblastoma, Susceptibility To, 3
OMIM:613015	Neuroblastoma, Susceptibility To, 4
